2015-02-04 18:32:37,719;Tok_99;35.649025;139.533650;814372
2015-02-17 03:12:37,746;Kaw_89;35.531020;139.286033;808781
2015-02-19 11:23:37,747;Tok_46;36.200754;139.650453;821904
2015-02-12 08:28:37,747;Osa_59;34.293434;135.238488;872932
2015-02-24 08:00:37,747;Yok_97;35.479133;139.552774;801546
2015-02-11 20:55:37,748;Kyo_99;34.694641;135.615183;865531
2015-02-14 18:39:37,748;Kyo_29;34.636805;135.622587;885969
2015-02-26 03:45:37,748;Yok_04;35.167410;140.190633;851356
2015-02-11 02:50:37,748;Kaw_46;35.841818;139.452679;816960
2015-02-23 07:49:37,749;Kob_57;34.364244;135.177754;860761
2015-02-15 04:20:37,749;Tok_90;35.512131;139.919787;882278
2015-02-16 02:15:37,749;Tok_66;35.736750;139.485966;855641
2015-02-22 18:39:37,750;Kyo_75;34.860084;135.674955;873211
2015-02-07 13:23:37,750;Tok_43;35.816635;140.128138;841089
2015-02-24 06:19:37,750;Kob_73;34.720673;135.133841;812840
2015-02-19 19:53:37,750;Kob_70;34.825138;134.734171;872759
2015-02-10 19:24:37,751;Osa_20;34.343237;135.514277;805004
2015-02-09 08:23:37,751;Kob_94;35.028183;135.627000;809934
2015-02-06 08:50:37,751;Sap_71;42.839885;141.483210;853968
2015-02-19 21:10:37,752;Osa_19;34.339560;135.800803;864300
2015-02-09 17:10:37,752;Sai_80;35.721412;139.740200;804797
2015-02-23 18:23:37,752;Tok_30;35.364903;139.544173;894411
2015-02-02 16:48:37,752;Kaw_33;35.726017;139.582590;854427
2015-02-24 01:23:37,753;Sap_96;43.291038;141.753503;895875
2015-02-26 01:02:37,753;Osa_92;34.760305;135.741923;883447
2015-02-19 11:28:37,753;Osa_21;34.464950;135.827159;837226
2015-02-05 15:20:37,754;Sap_08;43.347292;141.657304;858576
2015-02-03 03:54:37,754;Osa_76;35.203136;135.676981;891508
2015-02-01 21:23:37,754;Yok_34;35.431526;139.476216;855852
2015-02-22 21:16:37,754;Sai_65;35.839172;139.323438;813567
2015-02-01 10:36:37,754;Yok_10;35.180178;139.420628;854515
2015-02-01 19:56:37,755;Osa_82;34.383848;135.294918;813029
2015-02-08 17:13:37,755;Fuk_52;34.007959;130.610397;851599
2015-02-05 20:12:37,755;Osa_99;34.947053;135.228392;873004
2015-02-13 22:53:37,756;Osa_05;34.540700;135.323118;847227
2015-02-04 00:15:37,756;Osa_47;35.035402;135.196212;864470
2015-02-21 12:54:37,756;Fuk_10;33.849376;130.154225;850605
2015-02-15 09:57:37,756;Kaw_28;35.278361;139.534025;806381
2015-02-01 22:55:37,757;Yok_26;35.743108;140.019465;856725
2015-02-15 01:25:37,757;Kaw_15;35.565536;139.505243;821459
2015-02-17 14:11:37,757;Nag_71;35.248226;137.103631;843764
2015-02-24 15:19:37,757;Sap_89;43.633416;140.949103;837708
2015-02-14 10:25:37,758;Yok_14;35.042528;140.243246;841194
2015-02-14 13:10:37,758;Sap_61;43.667690;141.179857;885615
2015-02-22 16:12:37,758;Sai_94;35.588920;140.018501;818588
2015-02-28 10:08:37,758;Kaw_31;35.904580;139.256939;841062
2015-02-17 01:53:37,759;Kyo_82;35.350516;135.655372;845137
2015-02-24 10:58:37,759;Kaw_35;35.916882;139.284917;863941
2015-02-17 01:06:37,759;Kaw_67;35.731622;139.380693;869859
2015-02-17 14:30:37,759;Kaw_24;35.936844;139.440879;882472
2015-02-22 07:45:37,760;Sai_02;35.477556;139.331124;872521
2015-02-25 17:01:37,760;Kob_35;34.559652;135.373896;873221
2015-02-02 02:39:37,760;Sap_54;42.865829;141.860875;835263
2015-02-24 00:23:37,760;Kyo_91;35.116391;135.469582;886824
2015-02-27 10:39:37,760;Sai_25;35.857846;139.754411;884918
2015-02-08 11:12:37,761;Nag_99;35.166844;136.588650;869413
2015-02-07 00:15:37,761;Sai_75;36.112285;139.609336;856044
2015-02-13 08:19:37,761;Fuk_70;33.849713;130.697012;829748
2015-02-10 22:56:37,762;Osa_15;35.035997;135.388498;824653
2015-02-22 00:38:37,762;Tok_33;35.497756;139.265395;802045
2015-02-19 20:57:37,762;Tok_05;35.930570;140.066344;862644
2015-02-15 15:23:37,764;Yok_91;35.244911;139.609364;854515
2015-02-28 01:37:37,764;Nag_17;35.367252;136.886498;862944
2015-03-01 03:16:37,764;Osa_49;34.682603;135.661049;893605
2015-02-13 21:09:37,765;Kob_06;34.862995;135.281060;885347
2015-02-24 21:31:37,765;Kyo_92;35.284116;135.511368;813933
2015-02-22 15:16:37,765;Sap_46;43.428198;140.938885;873054
2015-02-02 08:39:37,765;Sai_40;35.733715;139.268138;843942
2015-02-07 18:03:37,765;Kaw_74;35.736945;139.310503;889925
2015-02-26 13:00:37,766;Nag_46;35.120770;137.344650;837239
2015-02-18 12:31:37,766;Kob_99;34.954661;135.381552;828427
2015-02-03 01:11:37,766;Kob_75;34.994608;134.958268;859656
2015-02-20 13:43:37,766;Nag_18;35.302886;136.960789;838284
2015-02-06 22:11:37,767;Tok_22;35.539563;139.505269;821996
2015-02-09 12:28:37,767;Osa_99;34.947053;135.228392;838236
2015-02-26 05:50:37,767;Sap_44;43.311573;141.082949;857322
2015-02-28 01:54:37,767;Fuk_34;33.208185;130.508774;879221
2015-02-27 17:37:37,768;Nag_51;34.741163;137.110973;893239
2015-02-15 11:41:37,768;Sap_63;43.618335;141.438894;859612
2015-02-23 07:49:37,768;Osa_80;34.713238;135.819057;804913
2015-02-17 22:36:37,768;Tok_48;36.004747;140.029964;895025
2015-02-13 07:00:37,768;Kob_79;34.307297;134.935345;865765
2015-02-13 07:10:37,769;Kob_89;35.048937;135.237567;816225
2015-02-01 14:43:37,769;Tok_38;36.110753;140.059300;894928
2015-02-28 19:51:37,769;Kaw_94;35.990562;139.465475;833858
2015-02-03 18:09:37,769;Kaw_69;35.692732;139.621999;810456
2015-02-23 17:27:37,770;Sai_90;35.828957;139.928951;842646
2015-02-06 17:47:37,770;Kaw_07;35.215328;139.756195;846990
2015-02-05 20:47:37,770;Kyo_61;34.873190;135.633359;815025
2015-02-18 15:01:37,771;Sai_48;35.564611;139.726675;887881
2015-02-28 14:37:37,771;Yok_62;35.716715;139.650754;834245
2015-02-04 19:46:37,771;Kob_03;35.019049;135.275354;861759
2015-02-04 17:56:37,771;Kob_71;34.917447;134.842656;816919
2015-02-10 05:07:37,772;Osa_04;34.785180;135.704717;853563
2015-02-25 21:15:37,772;Tok_13;35.731003;139.619867;875023
2015-02-19 06:52:37,772;Fuk_19;33.172474;130.145578;880016
2015-02-24 01:19:37,772;Sai_20;36.145095;139.857727;867356
2015-02-24 13:10:37,773;Fuk_13;33.195475;130.318364;879561
2015-02-01 00:58:37,773;Kob_68;35.033449;135.476313;890444
2015-02-17 07:06:37,773;Yok_25;35.499898;139.770451;866745
2015-02-06 12:23:37,773;Osa_48;34.519907;135.636256;858906
2015-02-08 01:07:37,774;Sai_89;36.246357;139.722854;801054
2015-02-07 07:14:37,774;Yok_08;35.056383;139.766278;825267
2015-03-01 01:47:37,774;Osa_72;35.018062;135.456352;820212
2015-02-12 09:29:37,774;Tok_35;35.941438;140.027688;889226
